S.No.,indicator code,Indicators, sub indicators,NFHS-5 (2019-20),,,NFHS-4 2015-16,STATE/UT
,,,,Urban,Rural,Total,Total,
2920,38.,Quality of Family Planning Services,Health worker ever talked to female non-users about family planning (%),23.0,24.3,23.9,17.7,India
2921,39.,Quality of Family Planning Services,Current users ever told about side effects of current method (%),64.7,61.5,62.4,46.6,India
2922,40.,Maternity Care (for last birth in the 5 years before the survey),Mothers who had an antenatal check-up in the first trimester (%),75.5,67.9,70.0,58.6,India
2923,41.,Maternity Care (for last birth in the 5 years before the survey),Mothers who had at least 4 antenatal care visits (%),68.1,54.2,58.1,51.2,India
2924,42.,Maternity Care (for last birth in the 5 years before the survey),Mothers whose last birth was protected against neonatal tetanus (%),92.7,91.7,92.0,89.0,India
2925,43.,Maternity Care (for last birth in the 5 years before the survey),Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),54.0,40.2,44.1,30.3,India
2926,44.,Maternity Care (for last birth in the 5 years before the survey),Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),34.4,22.7,26.0,14.4,India
2927,45.,Maternity Care (for last birth in the 5 years before the survey),Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),94.9,96.3,95.9,89.3,India
2928,46.,Maternity Care (for last birth in the 5 years before the survey),Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),84.6,75.4,78.0,62.4,India
2929,47.,Maternity Care (for last birth in the 5 years before the survey),Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,385","2,770","2,916","3,197",India
2930,48.,Maternity Care (for last birth in the 5 years before the survey),Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),3.8,4.3,4.2,2.5,India
2931,49.,Maternity Care (for last birth in the 5 years before the survey),Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),85.7,76.5,79.1,na,India
2932,50.,Delivery Care (for births in the 5 years before the survey),Institutional births (%),93.8,86.7,88.6,78.9,India
2933,51.,Delivery Care (for births in the 5 years before the survey),Institutional births in public facility (%),52.6,65.3,61.9,52.1,India
2934,52.,Delivery Care (for births in the 5 years before the survey),Home births that were conducted by skilled health personnel (%),2.1,3.7,3.2,4.3,India
2935,53.,Delivery Care (for births in the 5 years before the survey),Births attended by skilled health personnel (%),94.0,87.8,89.4,81.4,India
2936,54.,Delivery Care (for births in the 5 years before the survey),Births delivered by caesarean section (%),32.3,17.6,21.5,17.2,India
2937,55.,Delivery Care (for births in the 5 years before the survey),Births in a private health facility that were delivered by caesarean section (%),49.3,46.0,47.4,40.9,India
2938,56.,Delivery Care (for births in the 5 years before the survey),Births in a public health facility that were delivered by caesarean section (%),22.7,11.9,14.3,11.9,India
2939,57.,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall (%),75.5,76.8,76.4,62.0,India
2940,58.,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months fully vaccinated based on information from vaccination card only (%) ,83.3,84.0,83.8,77.9,India
2941,59.,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received BCG (%),94.7,95.4,95.2,91.9,India
2942,60.,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received 3 doses of polio vaccine (%),79.2,80.9,80.5,72.8,India
2943,61.,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),86.0,87.0,86.7,78.4,India
2944,62.,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),87.1,88.1,87.9,81.1,India
2945,63.,Child Vaccinations and Vitamin A Supplementation,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),30.4,32.4,31.9,na,India
2946,64.,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),34.9,37.0,36.4,na,India
2947,65.,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),83.0,84.2,83.9,62.8,India
2948,66.,Child Vaccinations and Vitamin A Supplementation,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),71.8,71.0,71.2,64.5,India
2949,67.,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who received most of their vaccinations in a public health facility (%),87.7,97.0,94.5,90.7,India
2950,68.,Child Vaccinations and Vitamin A Supplementation,Children age 12-23 months who received most of their vaccinations in a private health facility (%),11.1,1.6,4.2,7.2,India
2951,69.,Treatment of Childhood Diseases (children under age 5 years),Prevalence of diarrhoea in the 2 weeks preceding the survey (%),6.2,7.7,7.3,9.2,India
2952,70.,Treatment of Childhood Diseases (children under age 5 years),Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%) ,62.5,60.1,60.6,50.6,India
2953,71.,Treatment of Childhood Diseases (children under age 5 years),Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),31.5,30.3,30.5,20.3,India
2954,72.,Treatment of Childhood Diseases (children under age 5 years),Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%) ,72.2,68.0,68.9,67.9,India
2955,73.,Treatment of Childhood Diseases (children under age 5 years),Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.3,3.0,2.8,2.7,India
2956,74.,Treatment of Childhood Diseases (children under age 5 years),Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),72.7,67.8,69.0,73.2,India
2957,75.,Child Feeding Practices and Nutritional Status of Children,Children under age 3 years breastfed within one hour of birth (%),44.7,40.7,41.8,41.6,India
2958,76.,Child Feeding Practices and Nutritional Status of Children,Children under age 6 months exclusively breastfed (%),59.6,65.1,63.7,54.9,India
2959,77.,Child Feeding Practices and Nutritional Status of Children,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),52.0,43.9,45.9,42.7,India
2960,78.,Child Feeding Practices and Nutritional Status of Children,Breastfeeding children age 6-23 months receiving an adequate diet (%),11.8,10.8,11.1,8.7,India
2961,79.,Child Feeding Practices and Nutritional Status of Children,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),14.2,12.0,12.7,14.3,India
2962,80.,Child Feeding Practices and Nutritional Status of Children,Total children age 6-23 months receiving an adequate diet (%),12.3,11.0,11.3,9.6,India
2963,81.,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are stunted (height-for-age) (%),30.1,37.3,35.5,38.4,India
2964,82.,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are wasted (weight-for-height) (%),18.5,19.5,19.3,21.0,India
2965,83.,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are severely wasted (weight-for-height) (%),7.6,7.7,7.7,7.5,India
2966,84.,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are underweight (weight-for-age) (%),27.3,33.8,32.1,35.8,India
2967,85.,Child Feeding Practices and Nutritional Status of Children,Children under 5 years who are overweight (weight-for-height) (%),4.2,3.2,3.4,2.1,India
2968,86.,Nutritional Status of Adults (age 15-49 years),Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),13.2,21.2,18.7,22.9,India
2969,87.,Nutritional Status of Adults (age 15-49 years),Men whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),13.0,17.8,16.2,20.2,India
2970,88.,Nutritional Status of Adults (age 15-49 years),Women who are overweight or obese (BMI ≥25.0 kg/m2) (%),33.2,19.7,24.0,20.6,India
2971,89.,Nutritional Status of Adults (age 15-49 years),Men who are overweight or obese (BMI ≥25.0 kg/m2) (%),29.8,19.3,22.9,18.9,India
2972,90.,Nutritional Status of Adults (age 15-49 years),Women who have high risk waist-to-hip ratio (≥0.85) (%),59.9,55.2,56.7,na,India
2973,91.,Nutritional Status of Adults (age 15-49 years),Men who have high risk waist-to-hip ratio (≥0.90) (%),50.1,46.4,47.7,na,India
2974,92.,Anaemia among Children and Adults,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),64.2,68.3,67.1,58.6,India
2975,93.,Anaemia among Children and Adults,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),54.1,58.7,57.2,53.2,India
2976,94.,Anaemia among Children and Adults,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),45.7,54.3,52.2,50.4,India
2977,95.,Anaemia among Children and Adults,All women age 15-49 years who are anaemic (%),53.8,58.5,57.0,53.1,India
2978,96.,Anaemia among Children and Adults,All women age 15-19 years who are anaemic (%),56.5,60.2,59.1,54.1,India
2979,97.,Anaemia among Children and Adults,Men age 15-49 years who are anaemic (<13.0 g/dl) (%),20.4,27.4,25.0,22.7,India
2980,98.,Anaemia among Children and Adults,Men age 15-19 years who are anaemic (<13.0 g/dl) (%),25.0,33.9,31.1,29.2,India
2981,99.,Blood Sugar Level among Adults (age 15 years and above) - Women,Blood sugar level - high (141-160 mg/dl) (%) - Women,6.7,5.9,6.1,na,India
2982,100.,Blood Sugar Level among Adults (age 15 years and above) - Women,Blood sugar level - very high (>160 mg/dl) (%) - Women,8.0,5.5,6.3,na,India
2983,101.,Blood Sugar Level among Adults (age 15 years and above) - Women,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%) - Women,16.3,12.3,13.5,na,India
2984,102.,Blood Sugar Level among Adults (age 15 years and above) - Men,Blood sugar level - high (141-160 mg/dl) (%) - Men,7.8,7.0,7.3,na,India
2985,103.,Blood Sugar Level among Adults (age 15 years and above) - Men,Blood sugar level - very high (>160 mg/dl) (%) - Men,8.5,6.5,7.2,na,India
2986,104.,Blood Sugar Level among Adults (age 15 years and above) - Men,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%) - Men,17.9,14.5,15.6,na,India
2987,105.,Hypertension among Adults (age 15 years and above) - Women,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%) - Women,13.6,11.9,12.4,na,India
2988,106.,Hypertension among Adults (age 15 years and above) - Women,Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or Diastolic ≥100 mm of Hg) (%) - Women,5.2,5.2,5.2,na,India
2989,107.,Hypertension among Adults (age 15 years and above) - Women,Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%) - Women,23.6,20.2,21.3,na,India
2990,108.,Hypertension among Adults (age 15 years and above) - Men,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%) - Men,17.1,15.0,15.7,na,India
2991,109.,Hypertension among Adults (age 15 years and above) - Men,Moderately or severely elevated blood pressure (Systolic ≥160 mm of Hg and/or Diastolic ≥100 mm of Hg) (%) - Men,5.9,5.5,5.7,na,India
2992,110.,Hypertension among Adults (age 15 years and above) - Men,Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%) - Men,26.6,22.7,24.0,na,India
2993,111.,Screening for Cancer among Adults (age 30-49 years) - Women,Ever undergone a screening test for cervical cancer (%) - Women,2.2,1.7,1.9,na,India
2994,112.,Screening for Cancer among Adults (age 30-49 years) - Women,Ever undergone a breast examination for breast cancer (%) - Women,1.2,0.7,0.9,na,India
2995,113.,Screening for Cancer among Adults (age 30-49 years) - Women,Ever undergone an oral cavity examination for oral cancer (%) - Women,1.2,0.8,0.9,na,India
2996,114.,Screening for Cancer among Adults (age 30-49 years) - Men,Ever undergone an oral cavity examination for oral cancer (%) - Men,1.0,1.3,1.2,na,India
2997,115.,Knowledge of HIV/AIDS among Adults (age 15-49 years),Women who have comprehensive knowledge24 of HIV/AIDS (%),28.6,18.2,21.6,20.9,India
2998,116.,Knowledge of HIV/AIDS among Adults (age 15-49 years),Men who have comprehensive knowledge24 of HIV/AIDS (%),37.5,27.1,30.7,32.5,India
2999,117.,Knowledge of HIV/AIDS among Adults (age 15-49 years),Women who know that consistent condom use can reduce the chance of getting HIV/AIDS (%),76.1,64.7,68.4,54.9,India
3000,118.,Knowledge of HIV/AIDS among Adults (age 15-49 years),Men who know that consistent condom use can reduce the chance of getting HIV/AIDS (%),86.4,79.6,82.0,77.4,India
3001,119.,Women's Empowerment (women age 15-49 years),Currently married women who usually participate in three household decisions (%),91.0,87.7,88.7,84.0,India
3002,120.,Women's Empowerment (women age 15-49 years),Women who worked in the last 12 months and were paid in cash (%),25.0,25.6,25.4,24.6,India
3003,121.,Women's Empowerment (women age 15-49 years),Women owning a house and/or land (alone or jointly with others) (%),38.3,45.7,43.3,38.4,India
3004,122.,Women's Empowerment (women age 15-49 years),Women having a bank or savings account that they themselves use (%),80.9,77.4,78.6,53.0,India
3005,123.,Women's Empowerment (women age 15-49 years),Women having a mobile phone that they themselves use (%),69.4,46.6,54.0,45.9,India
3006,124.,Women's Empowerment (women age 15-49 years),Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),89.4,72.3,77.3,57.6,India
3007,125.,Gender Based Violence (age 18-49 years),Ever-married women age 18-49 years who have ever experienced spousal violence (%),24.2,31.6,29.3,31.2,India
